台湾,#genre#
KA-2151 蒼井そら,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/cjk/KA-2151/index.m3u8
PGD-747 波多野結衣,http://videocdnbaidu.rhsj520.com/rbny/20180915/bdyjy/PGD-747/index.m3u8
Caribbean-081916-001 羽田真里,http://videocdnbaidu.rhsj520.com/rbny/20181005/jlb/081916-001/index.m3u8
JUX-469 椎名ゆな,http://videocdnbaidu.rhsj520.com/rbny/20180804/_/zmyn/JUX-469/1/index.m3u8
1Pondo-042216_285 名波ルナ,http://videocdnbaidu.rhsj520.com/rbny/20181005/ybd/042216_285/index.m3u8
Tokyo-Hot n0474 片瀬那美,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/3/djr/n0474/index.m3u8
GAH-114,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/2/xzly/GAH-114/index.m3u8
SCOP-405,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181212/12/SCOP-405/index.m3u8
SPRD-1081 倉本雪音,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181202/6/sprd-1081/index.m3u8
Caribbean-111914-739 江波りゅう,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181212/jlb/111914-739/index.m3u8
1Pondo-051317_526 秋場莉緒,http://videocdnbaidu.rhsj520.com/rbny/20181005/ybd/051317_526/index.m3u8
JUY-679 風間ゆみ,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/7/new/juy-679/index.m3u8
IPX-109 天海つばさ,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181202/7/IPX-109/index.m3u8
MIGD-674 愛須心亜,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181212/12/MIGD-674/index.m3u8
DVDMS-329,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181202/3/dvdms-329/index.m3u8
XV-1174 小倉奈々,http://videocdnbaidu.rhsj520.com/rbny/20180915/xcnn/XV-1174/index.m3u8
1Pondo-122917_624 こころ,http://videocdnbaidu.rhsj520.com/rbny/20181005/ybd/122917_624/index.m3u8
STAR-502 古川いおり,http://videocdnbaidu.rhsj520.com/rbny/20181005/gcyz/STAR-502/index.m3u8
ONSD-759,http://videocdnbaidu.rhsj520.com/rbny/20180915/lcln/ONSD-759/index.m3u8
WANZ-540 あべみかこ,http://videocdnbaidu.rhsj520.com/2/rnmy2/20181212/12/WANZ-540/index.m3u8
全能,#genre#
Mangalam TV,https://raw.githubusercontent.com/benmoose39/YouTube_to_m3u/main/assets/moose_na.m3u
The K-POP,https://git.io/JgYAE
华视新闻,https://raw.githubusercontent.com/jqiu1608/YouTube_to_m3u/main/assets/moose_na.m3u
听音乐,https://git.io/JgkA6
[VGA]30号[853*480],https://epg.pm/stream/6cf0de38ecdae5e49f587f3a9f20ada847694740391f3aa49c49c3aa75e303f7.mkv
[HD]30A The Beach Show (720p),https://epg.pm/stream/ffa1898f85d3e07fb35e16b051ad8148d9e7449361e4f097db9ab6958a661fe8.m3u8
[HD]30A Investment Pitch (720p),https://epg.pm/stream/7f044254927f45cc5cffae12c619a8eb62574ae1925c369598f54430cf09e564.m3u8
[SD]23 ABC (KERO),https://epg.pm/stream/7d7f134e47bef48778d5352030d8cd2717fe25987eedf5fd6be44006b5d8cc71.m3u8
[HD]30A Sidewalks (720p),https://epg.pm/stream/67f4f37fc8a98b04d749b89a7ea2c72f97f189f2e3ea53eed25ab6e6b80b1abb.m3u8
[BD]CNA,https://epg.pm/stream/264f57424e4c9c57f3b04e4fbc8f11491d1667f4f29cbecdaf4b6d8588124fa1.m3u8
[HD]Star (720p),https://epg.pm/stream/320679f427a004e1149a6a327b025c00db89ff4c1aa6af0abb33ad9120853dd1.m3u8
[HD]30A Darcizzle Offshore (720p),https://epg.pm/stream/7cfca2e59a9193f23a5b4c83158657c2753378439fecb8eb131aa28c14e1bdca.m3u8
[SD]ABC,https://epg.pm/stream/c2ed2f6c9895983949cf8499916a6ce386478e9bfaa0dd0907bb84262343c9aa.m3u8
[HD]Crime 360 (720p),https://epg.pm/stream/3fb2cdc29cebc45c872c2bcb756f06f581bde7db29f6225a9366800e730f9dcb.m3u8
[VGA]CNA (Chaîne Nord Africaine) (360p) [Not 24/7],https://epg.pm/stream/0f5699b6b2f47136fc44b3c9e0e49be40cc76e88f1c598274c7692b2c1096848.m3u8
[BD]CNA2,https://epg.pm/stream/455f86a531db5434f9a81790a791e08adc4fc3135ee1bb511ae0bf22ba0832bb.m3u8
[BD]CNA1,https://epg.pm/stream/08e7a9221e7482b8b797103dc6b35aa18cda04659f2844ee72b9ee474e86b1f2.m3u8
[BD]CNA,https://epg.pm/stream/c0849f17256eeb0ced9e89289cbc03181ed9c21f1a29632b4259ffe073f09119.m3u8
[BD]CNA2,https://epg.pm/stream/f299ce1ad11f2e6a76463f2af3f5767aebf3b510a627e85ce344e92dfb3f402e.m3u8
[BD]CNA(1080p),https://epg.pm/stream/a067239b7450d6d14f214a0aff46c5ee4f59f5a74af03f202d7ac6c9fe5fee14.m3u8
[BD]CNA,https://epg.pm/stream/5efcd1c56b02a715db063151db2be5d04255022db6977a0cbea62c67b9cf6209.m3u8
[HD]ABC News Live 3,https://epg.pm/stream/c4c1554d3cfdeef746191d5574547e2996cb26beddc18c89af0e2f1a80841c0d.m3u8
[HD]ABC News Live 2,https://epg.pm/stream/6947da028615198ef0dac26c865532ff8b217920a0994cf5261dfbfba294158f.m3u8
[BD]潮妈辣婆,https://epg.pm/stream/b5a32c6a2ac20cad0c412639744cfe8da38b8ffc05000f07a67d8c3d927f003a.m3u8
[BD]潮妈辣婆4,https://epg.pm/stream/56f9540dee4d0a5a6a55e955a5b63d3d606d8ea5f4a896ad5271a9c88ab92345.m3u8
[BD]NewTV潮妈辣婆2,https://epg.pm/stream/4ffe8fff74b2b6ed434ef0150e9e021bb05fd1114950ba154479032a25231f01.m3u8
[BD]潮妈辣婆,https://epg.pm/stream/1f3aa2da68a8894465875092f51880552325da53acda2d98f9c67ddcc3799582.m3u8
[BD]NewTV潮妈辣婆3,https://epg.pm/stream/937887993444d79cab1f978032fa7c2ee6ba5de4527fe69497559000044944d2.m3u8
[BD]NewTV潮妈辣婆4,https://epg.pm/stream/2426a41dd634275a327db7f31c038d034fea1243c1ca04bc2d96f1ef97881cb6.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/fb755ca3edea484add927b03cfaf53c84d090004b96717d49a487ae27226cc34.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/14171801c0ec8b66d08d9ae2e9c75a5ba50188c1f90a220cc4ff897789e48791.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/9777b2b4a66487c0c20446552542bceb6410eac2d3af78a26d000fe1eb295333.m3u8
[BD]NewTV潮妈辣婆 4M1080,https://epg.pm/stream/60989768296dacd1f675917af09726f32913989cd0edf518545b9d4ce298fb0a.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/063568106372a362cdc241bed4068d59ea5f594766f50d8a47826ed6d077cb71.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/bbadfd63d004f1036c0df53e83bd494e7b2519ed4813ba67c0896578bb4063cf.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/e236779527f562ba2bf480f4d8e9b013b43ada767bf0bb26aad737e4ccbff740.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/d7ca4d26bfaaeaa8acfff4f9279c1df0f2e881ad9dbb17d2363db1c92c83b0f2.m3u8
[BD]NewTV潮妈辣婆,https://epg.pm/stream/5e50a21686282bddda1a9e29df797ca5f73d48f273bb8256db49b09f29f2e00e.m3u8
[BD]NewTV海外剧场,https://epg.pm/stream/bd4b08e786b45900267a71a83e57b5d6d9907a22d118853cacf600d8a68c80b2.m3u8
[BD]NewTV海外剧场 4M1080,https://epg.pm/stream/c6d7b74e4a157f6fccdbc9f67f90c63d4d81577ece8fcfbad1ed8ba29e1cb994.m3u8
[BD]NewTV海外剧场2,https://epg.pm/stream/8a3b4fb7cbebcb061017b9a711d21b64b77acc823cfc34ae166be277607b7357.m3u8
国际新闻,#genre#
CNA亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
KBS国际,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
MBC韩剧,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp:443/ch01/high.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8 
﻿半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8?
MTV音乐,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master_2400.m3u8
